"post_inventory_id","user_id","dc_name","sku_name","category","prev_inventory","post_transfer_inventory","forecasted_sales","ideal_invt_days","qty_ac_invt_id_days","qty_remains","pre_invt_days","post_invt_days","run_id","created_at","updated_at"
12420,78,"hyderabad","SKU1000120","CARBONATED DRINKS",6079,6079,51525,11,18583,-12504,4,4,184,"2024-10-26 10:09:34.911691+00","2024-10-26 10:09:34.911691+00"
12421,78,"hyderabad","SKU1000121","CARBONATED DRINKS",8675,8675,2869,11,1035,7640,92,92,184,"2024-10-26 10:09:34.925276+00","2024-10-26 10:09:34.925276+00"
12422,78,"hyderabad","SKU1000122","CARBONATED DRINKS",2283,4581,35097,11,12658,-8077,2,4,184,"2024-10-26 10:09:34.941278+00","2024-10-26 10:09:34.941278+00"
12423,78,"hyderabad","SKU1000123","CARBONATED DRINKS",10735,6474,17951,11,6474,0,18,11,184,"2024-10-26 10:09:34.96039+00","2024-10-26 10:09:34.96039+00"
12424,78,"hyderabad","SKU1000124","JUICES",18282,18282,28859,11,10408,7874,19,19,184,"2024-10-26 10:09:34.968409+00","2024-10-26 10:09:34.968409+00"
12425,78,"hyderabad","SKU1000125","JUICES",8449,5534,15343,11,5534,0,17,11,184,"2024-10-26 10:09:34.977042+00","2024-10-26 10:09:34.977042+00"
12426,78,"hyderabad","SKU1000126","JUICES",4170,842,2335,11,842,0,54,11,184,"2024-10-26 10:09:34.995461+00","2024-10-26 10:09:34.995652+00"
12427,78,"hyderabad","SKU1000127","JUICES",1769,9725,26965,11,9725,0,2,11,184,"2024-10-26 10:09:35.003666+00","2024-10-26 10:09:35.003666+00"
12428,78,"hyderabad","SKU1000128","TEA & COFFEE",21719,21719,28556,11,10299,11420,23,23,184,"2024-10-26 10:09:35.01746+00","2024-10-26 10:09:35.01746+00"
12429,78,"hyderabad","SKU1000129","TEA & COFFEE",5493,3719,10312,11,3719,0,16,11,184,"2024-10-26 10:09:35.027884+00","2024-10-26 10:09:35.027884+00"
12430,78,"hyderabad","SKU1000130","TEA & COFFEE",13351,2978,8257,11,2978,0,49,11,184,"2024-10-26 10:09:35.041351+00","2024-10-26 10:09:35.041351+00"
12431,78,"hyderabad","SKU1000131","TEA & COFFEE",6380,10917,30269,11,10917,0,6,11,184,"2024-10-26 10:09:35.060435+00","2024-10-26 10:09:35.060435+00"
12432,78,"hyderabad","SKU1000132","TEA & COFFEE",14526,9748,27029,11,9748,0,16,11,184,"2024-10-26 10:09:35.068443+00","2024-10-26 10:09:35.068443+00"
12433,78,"hyderabad","SKU1000133","TEA & COFFEE",8369,6943,19250,11,6943,0,13,11,184,"2024-10-26 10:09:35.080436+00","2024-10-26 10:09:35.080436+00"
12434,78,"hyderabad","SKU1000134","TEA & COFFEE",5294,5446,15099,11,5446,0,11,11,184,"2024-10-26 10:09:35.093661+00","2024-10-26 10:09:35.093661+00"
12435,78,"hyderabad","SKU1000135","TEA & COFFEE",7923,7923,29231,11,10542,-2619,8,8,184,"2024-10-26 10:09:35.104714+00","2024-10-26 10:09:35.104714+00"
12436,78,"hyderabad","SKU1000136","ENERGY DRINKS",5554,5554,2383,11,859,4695,71,71,184,"2024-10-26 10:09:35.111308+00","2024-10-26 10:09:35.111308+00"
12437,78,"hyderabad","SKU1000137","ENERGY DRINKS",15342,15342,4816,11,1737,13605,97,97,184,"2024-10-26 10:09:35.127245+00","2024-10-26 10:09:35.127245+00"
12438,78,"hyderabad","SKU1000138","ENERGY DRINKS",6361,6684,18532,11,6684,0,10,11,184,"2024-10-26 10:09:35.135255+00","2024-10-26 10:09:35.135255+00"
12439,78,"hyderabad","SKU1000139","ENERGY DRINKS",2874,2874,10052,11,3625,-751,9,9,184,"2024-10-26 10:09:35.147229+00","2024-10-26 10:09:35.147229+00"
12440,78,"hyderabad","SKU1000140","ENERGY DRINKS",5054,7521,20855,11,7521,0,7,11,184,"2024-10-26 10:09:35.163276+00","2024-10-26 10:09:35.163276+00"
12441,78,"hyderabad","SKU1000141","ENERGY DRINKS",5114,5114,6366,11,2296,2818,25,25,184,"2024-10-26 10:09:35.17811+00","2024-10-26 10:09:35.17811+00"
12442,78,"hyderabad","SKU1000142","BREAD, BISCUITS",5227,5227,15376,11,5545,-318,10,10,184,"2024-10-26 10:09:35.286108+00","2024-10-26 10:09:35.286108+00"
12443,78,"hyderabad","SKU1000143","BREAD, BISCUITS",9081,6783,18808,11,6783,0,15,11,184,"2024-10-26 10:09:35.293898+00","2024-10-26 10:09:35.293898+00"
12444,78,"hyderabad","SKU1000144","BREAD, BISCUITS",12099,6377,17681,11,6377,0,21,11,184,"2024-10-26 10:09:35.312071+00","2024-10-26 10:09:35.312071+00"
12445,78,"hyderabad","SKU1000145","BREAD, BISCUITS",3207,4885,13544,11,4885,0,7,11,184,"2024-10-26 10:09:35.327243+00","2024-10-26 10:09:35.327243+00"
12446,78,"hyderabad","SKU1000146","BREAD, BISCUITS",8418,2919,8093,11,2919,0,32,11,184,"2024-10-26 10:09:35.335252+00","2024-10-26 10:09:35.335252+00"
12447,78,"hyderabad","SKU1000147","CAKES, PASTRIES",3533,6790,18826,11,6790,0,6,11,184,"2024-10-26 10:09:35.344875+00","2024-10-26 10:09:35.344875+00"
12448,78,"hyderabad","SKU1000148","CAKES, PASTRIES",9951,9951,24758,11,8929,1022,12,12,184,"2024-10-26 10:09:35.360286+00","2024-10-26 10:09:35.360286+00"
12449,78,"hyderabad","SKU1000149","CAKES, PASTRIES",3351,242,670,11,242,0,153,11,184,"2024-10-26 10:09:35.37876+00","2024-10-26 10:09:35.37876+00"
12450,78,"hyderabad","SKU1000150","CAKES, PASTRIES",2792,2792,8247,11,2974,-182,10,10,184,"2024-10-26 10:09:35.386749+00","2024-10-26 10:09:35.386749+00"
12451,78,"lucknow","SKU1000101","PACKAGED SNACKS",3061,7890,17189,14,7890,0,5,14,184,"2024-10-26 10:09:35.402749+00","2024-10-26 10:09:35.402749+00"
12452,78,"lucknow","SKU1000102","PACKAGED SNACKS",10061,10061,53234,14,24435,-14374,6,6,184,"2024-10-26 10:09:35.418407+00","2024-10-26 10:09:35.418407+00"
12453,78,"lucknow","SKU1000103","PACKAGED SNACKS",6291,9410,20501,14,9410,0,9,14,184,"2024-10-26 10:09:35.426447+00","2024-10-26 10:09:35.426447+00"
12454,78,"lucknow","SKU1000104","PACKAGED SNACKS",8452,9627,20973,14,9627,0,12,14,184,"2024-10-26 10:09:35.449924+00","2024-10-26 10:09:35.449924+00"
12455,78,"lucknow","SKU1000105","PACKAGED SNACKS",12835,2432,5298,14,2432,0,74,14,184,"2024-10-26 10:09:35.457926+00","2024-10-26 10:09:35.457926+00"
12456,78,"lucknow","SKU1000106","PACKAGED SNACKS",6665,6665,44706,14,20521,-13856,5,5,184,"2024-10-26 10:09:35.475988+00","2024-10-26 10:09:35.475988+00"
12457,78,"lucknow","SKU1000107","PACKAGED SNACKS",5675,1494,3254,14,1494,0,53,14,184,"2024-10-26 10:09:35.483996+00","2024-10-26 10:09:35.483996+00"
12458,78,"lucknow","SKU1000108","PACKAGED SNACKS",6773,6816,14849,14,6816,0,14,14,184,"2024-10-26 10:09:35.491999+00","2024-10-26 10:09:35.491999+00"
12459,78,"lucknow","SKU1000109","BREAKFAST CEREALS",697,15338,33416,14,15338,0,1,14,184,"2024-10-26 10:09:35.507982+00","2024-10-26 10:09:35.507982+00"
12460,78,"lucknow","SKU1000110","BREAKFAST CEREALS",15582,11710,25510,14,11710,0,19,14,184,"2024-10-26 10:09:35.523312+00","2024-10-26 10:09:35.524271+00"
12461,78,"lucknow","SKU1000111","BREAKFAST CEREALS",16294,15891,9482,14,4352,11539,52,51,184,"2024-10-26 10:09:35.532483+00","2024-10-26 10:09:35.532483+00"
12462,78,"lucknow","SKU1000112","BREAKFAST CEREALS",681,681,24964,14,11459,-10778,1,1,184,"2024-10-26 10:09:35.541641+00","2024-10-26 10:09:35.541641+00"
12463,78,"lucknow","SKU1000113","BREAKFAST CEREALS",19344,19344,23631,14,10847,8497,25,25,184,"2024-10-26 10:09:35.549642+00","2024-10-26 10:09:35.549642+00"
12464,78,"lucknow","SKU1000114","READY-TO-EAT MEALS",2254,2254,10383,14,4766,-2512,7,7,184,"2024-10-26 10:09:35.557702+00","2024-10-26 10:09:35.557702+00"
12465,78,"lucknow","SKU1000115","READY-TO-EAT MEALS",17285,18664,40661,14,18664,0,13,14,184,"2024-10-26 10:09:35.565703+00","2024-10-26 10:09:35.565703+00"
12466,78,"lucknow","SKU1000116","READY-TO-EAT MEALS",1708,1708,20957,14,9620,-7912,2,2,184,"2024-10-26 10:09:35.5749+00","2024-10-26 10:09:35.5749+00"
12467,78,"lucknow","SKU1000117","CANNED GOODS",16352,4878,10626,14,4878,0,47,14,184,"2024-10-26 10:09:35.5829+00","2024-10-26 10:09:35.5829+00"
12468,78,"lucknow","SKU1000118","CANNED GOODS",8780,8780,52375,14,24041,-15261,5,5,184,"2024-10-26 10:09:35.599367+00","2024-10-26 10:09:35.599367+00"
12469,78,"lucknow","SKU1000119","CARBONATED DRINKS",7694,7694,27348,14,12553,-4859,9,9,184,"2024-10-26 10:09:35.727768+00","2024-10-26 10:09:35.727768+00"
12470,78,"lucknow","SKU1000120","CARBONATED DRINKS",6455,2226,4850,14,2226,0,41,14,184,"2024-10-26 10:09:35.735866+00","2024-10-26 10:09:35.735866+00"
12471,78,"lucknow","SKU1000121","CARBONATED DRINKS",12416,12416,22768,14,10451,1965,17,17,184,"2024-10-26 10:09:35.860378+00","2024-10-26 10:09:35.860378+00"
12472,78,"lucknow","SKU1000122","CARBONATED DRINKS",565,4579,9975,14,4579,0,2,14,184,"2024-10-26 10:09:35.86837+00","2024-10-26 10:09:35.86837+00"
12473,78,"lucknow","SKU1000123","CARBONATED DRINKS",9299,9299,34062,14,15635,-6336,8,8,184,"2024-10-26 10:09:35.879359+00","2024-10-26 10:09:35.879359+00"
12474,78,"lucknow","SKU1000124","JUICES",8552,9153,19940,14,9153,0,13,14,184,"2024-10-26 10:09:35.887446+00","2024-10-26 10:09:35.895407+00"
12475,78,"lucknow","SKU1000125","JUICES",3514,6429,16149,14,7413,-984,7,12,184,"2024-10-26 10:09:36.019155+00","2024-10-26 10:09:36.019155+00"
12476,78,"lucknow","SKU1000126","JUICES",12378,5811,12659,14,5811,0,30,14,184,"2024-10-26 10:09:36.14443+00","2024-10-26 10:09:36.14443+00"
12477,78,"lucknow","SKU1000127","JUICES",8570,8570,14254,14,6543,2027,18,18,184,"2024-10-26 10:09:36.17707+00","2024-10-26 10:09:36.17707+00"
12478,78,"lucknow","SKU1000128","TEA & COFFEE",6148,7655,16678,14,7655,0,11,14,184,"2024-10-26 10:09:36.201939+00","2024-10-26 10:09:36.201939+00"
12479,78,"lucknow","SKU1000129","TEA & COFFEE",9492,4724,10292,14,4724,0,28,14,184,"2024-10-26 10:09:36.32799+00","2024-10-26 10:09:36.32799+00"
12480,78,"lucknow","SKU1000130","TEA & COFFEE",21294,11745,25588,14,11745,0,25,14,184,"2024-10-26 10:09:36.459992+00","2024-10-26 10:09:36.459992+00"
12481,78,"lucknow","SKU1000131","TEA & COFFEE",8061,8061,14404,14,6612,1449,17,17,184,"2024-10-26 10:09:36.473813+00","2024-10-26 10:09:36.473813+00"
12482,78,"lucknow","SKU1000132","TEA & COFFEE",5236,4565,9945,14,4565,0,16,14,184,"2024-10-26 10:09:36.491143+00","2024-10-26 10:09:36.491143+00"
12483,78,"lucknow","SKU1000133","TEA & COFFEE",8505,9686,25705,14,11799,-2113,10,11,184,"2024-10-26 10:09:36.502168+00","2024-10-26 10:09:36.502168+00"
12484,78,"lucknow","SKU1000134","TEA & COFFEE",6292,7959,17339,14,7959,0,11,14,184,"2024-10-26 10:09:36.508778+00","2024-10-26 10:09:36.508778+00"
12485,78,"lucknow","SKU1000135","TEA & COFFEE",9478,9478,24054,14,11041,-1563,12,12,184,"2024-10-26 10:09:36.633052+00","2024-10-26 10:09:36.633052+00"
12486,78,"lucknow","SKU1000136","ENERGY DRINKS",8478,8478,4743,14,2177,6301,55,55,184,"2024-10-26 10:09:36.644227+00","2024-10-26 10:09:36.644227+00"
12487,78,"lucknow","SKU1000137","ENERGY DRINKS",8897,8897,11568,14,5310,3587,23,23,184,"2024-10-26 10:09:36.65233+00","2024-10-26 10:09:36.65233+00"
12488,78,"lucknow","SKU1000138","ENERGY DRINKS",1924,4405,9596,14,4405,0,6,14,184,"2024-10-26 10:09:36.793476+00","2024-10-26 10:09:36.793476+00"
12489,78,"lucknow","SKU1000139","ENERGY DRINKS",6595,6595,16490,14,7569,-974,12,12,184,"2024-10-26 10:09:36.809993+00","2024-10-26 10:09:36.809993+00"
12490,78,"lucknow","SKU1000140","ENERGY DRINKS",7061,934,2034,14,934,0,106,14,184,"2024-10-26 10:09:36.819695+00","2024-10-26 10:09:36.819695+00"
12491,78,"lucknow","SKU1000141","ENERGY DRINKS",6319,6319,9571,14,4393,1926,20,20,184,"2024-10-26 10:09:36.910079+00","2024-10-26 10:09:36.910079+00"
12492,78,"lucknow","SKU1000142","BREAD, BISCUITS",1739,1739,24625,14,11303,-9564,2,2,184,"2024-10-26 10:09:36.926079+00","2024-10-26 10:09:36.926079+00"
12493,78,"lucknow","SKU1000143","BREAD, BISCUITS",1885,576,1255,14,576,0,46,14,184,"2024-10-26 10:09:36.942082+00","2024-10-26 10:09:36.942082+00"
12494,78,"lucknow","SKU1000144","BREAD, BISCUITS",13309,550,1199,14,550,0,339,14,184,"2024-10-26 10:09:36.958917+00","2024-10-26 10:09:36.958917+00"
12495,78,"lucknow","SKU1000145","BREAD, BISCUITS",7670,6878,1240,14,569,6309,189,169,184,"2024-10-26 10:09:36.966948+00","2024-10-26 10:09:36.966948+00"
12496,78,"lucknow","SKU1000146","BREAD, BISCUITS",1279,1279,34683,14,15920,-14641,1,1,184,"2024-10-26 10:09:36.975279+00","2024-10-26 10:09:36.975279+00"
12497,78,"lucknow","SKU1000147","CAKES, PASTRIES",2524,2524,3269,14,1501,1023,24,24,184,"2024-10-26 10:09:36.991278+00","2024-10-26 10:09:36.991278+00"
12498,78,"lucknow","SKU1000148","CAKES, PASTRIES",2475,7297,15897,14,7297,0,5,14,184,"2024-10-26 10:09:36.999288+00","2024-10-26 10:09:36.999288+00"
12499,78,"lucknow","SKU1000149","CAKES, PASTRIES",13030,4828,10518,14,4828,0,38,14,184,"2024-10-26 10:09:37.009813+00","2024-10-26 10:09:37.009813+00"
12500,78,"lucknow","SKU1000150","CAKES, PASTRIES",5646,5646,15318,14,7031,-1385,11,11,184,"2024-10-26 10:09:37.017809+00","2024-10-26 10:09:37.017809+00"
12001,78,"Bangalore","SKU1000101","PACKAGED SNACKS",30906,3667,7457,15,3667,0,126,15,184,"2024-10-26 10:09:27.244572+00","2024-10-26 10:09:27.244572+00"
12002,78,"Bangalore","SKU1000102","PACKAGED SNACKS",6786,35237,79882,15,39286,-4049,3,13,184,"2024-10-26 10:09:27.602625+00","2024-10-26 10:09:27.602625+00"
12003,78,"Bangalore","SKU1000103","PACKAGED SNACKS",15439,26302,53480,15,26302,0,9,15,184,"2024-10-26 10:09:27.611364+00","2024-10-26 10:09:27.611364+00"
12004,78,"Bangalore","SKU1000104","PACKAGED SNACKS",30477,1545,3142,15,1545,0,296,15,184,"2024-10-26 10:09:27.625224+00","2024-10-26 10:09:27.625224+00"
12005,78,"Bangalore","SKU1000105","PACKAGED SNACKS",15112,51886,105501,15,51886,0,4,15,184,"2024-10-26 10:09:27.636227+00","2024-10-26 10:09:27.636227+00"
12006,78,"Bangalore","SKU1000106","PACKAGED SNACKS",9041,26124,53118,15,26124,0,5,15,184,"2024-10-26 10:09:27.644773+00","2024-10-26 10:09:27.644773+00"
12007,78,"Bangalore","SKU1000107","PACKAGED SNACKS",4449,14976,53108,15,26119,-11143,3,9,184,"2024-10-26 10:09:27.660857+00","2024-10-26 10:09:27.660857+00"
12008,78,"Bangalore","SKU1000108","PACKAGED SNACKS",18458,16877,34316,15,16877,0,16,15,184,"2024-10-26 10:09:27.670235+00","2024-10-26 10:09:27.670235+00"
12009,78,"Bangalore","SKU1000109","BREAKFAST CEREALS",20651,33791,68708,15,33791,0,9,15,184,"2024-10-26 10:09:27.680987+00","2024-10-26 10:09:27.680987+00"
12010,78,"Bangalore","SKU1000110","BREAKFAST CEREALS",9371,15165,30835,15,15165,0,9,15,184,"2024-10-26 10:09:27.694532+00","2024-10-26 10:09:27.694532+00"
12011,78,"Bangalore","SKU1000111","BREAKFAST CEREALS",25016,35057,71283,15,35057,0,11,15,184,"2024-10-26 10:09:27.702636+00","2024-10-26 10:09:27.702636+00"
12012,78,"Bangalore","SKU1000112","BREAKFAST CEREALS",14575,14194,28861,15,14194,0,15,15,184,"2024-10-26 10:09:27.711185+00","2024-10-26 10:09:27.711185+00"
12013,78,"Bangalore","SKU1000113","BREAKFAST CEREALS",31157,26466,53815,15,26466,0,18,15,184,"2024-10-26 10:09:27.727195+00","2024-10-26 10:09:27.727195+00"
12014,78,"Bangalore","SKU1000114","READY-TO-EAT MEALS",10960,5993,12185,15,5993,0,27,15,184,"2024-10-26 10:09:27.743187+00","2024-10-26 10:09:27.743187+00"
12015,78,"Bangalore","SKU1000115","READY-TO-EAT MEALS",43450,33730,68585,15,33730,0,19,15,184,"2024-10-26 10:09:27.751595+00","2024-10-26 10:09:27.751595+00"
12016,78,"Bangalore","SKU1000116","READY-TO-EAT MEALS",8082,36999,75232,15,36999,0,3,15,184,"2024-10-26 10:09:27.761734+00","2024-10-26 10:09:27.761734+00"
12017,78,"Bangalore","SKU1000117","CANNED GOODS",27346,21982,44697,15,21982,0,19,15,184,"2024-10-26 10:09:27.778215+00","2024-10-26 10:09:27.778215+00"
12018,78,"Bangalore","SKU1000118","CANNED GOODS",38158,45150,91804,15,45150,0,13,15,184,"2024-10-26 10:09:27.786323+00","2024-10-26 10:09:27.786323+00"
12019,78,"Bangalore","SKU1000119","CARBONATED DRINKS",13549,39102,85214,15,41909,-2807,5,14,184,"2024-10-26 10:09:27.797083+00","2024-10-26 10:09:27.797083+00"
12020,78,"Bangalore","SKU1000120","CARBONATED DRINKS",4635,6296,12802,15,6296,0,11,15,184,"2024-10-26 10:09:27.811353+00","2024-10-26 10:09:27.811353+00"
12021,78,"Bangalore","SKU1000121","CARBONATED DRINKS",24104,24104,15355,15,7552,16552,48,48,184,"2024-10-26 10:09:27.825471+00","2024-10-26 10:09:27.825471+00"
12022,78,"Bangalore","SKU1000122","CARBONATED DRINKS",13690,34694,70544,15,34694,0,6,15,184,"2024-10-26 10:09:27.83652+00","2024-10-26 10:09:27.83652+00"
12023,78,"Bangalore","SKU1000123","CARBONATED DRINKS",10200,15043,30587,15,15043,0,10,15,184,"2024-10-26 10:09:27.844727+00","2024-10-26 10:09:27.844727+00"
12024,78,"Bangalore","SKU1000124","JUICES",12085,9966,20264,15,9966,0,18,15,184,"2024-10-26 10:09:27.858537+00","2024-10-26 10:09:27.858537+00"
12025,78,"Bangalore","SKU1000125","JUICES",11688,11688,34686,15,17059,-5371,10,10,184,"2024-10-26 10:09:27.86919+00","2024-10-26 10:09:27.86919+00"
12026,78,"Bangalore","SKU1000126","JUICES",14580,22850,46461,15,22850,0,10,15,184,"2024-10-26 10:09:27.877182+00","2024-10-26 10:09:27.877182+00"
12027,78,"Bangalore","SKU1000127","JUICES",15973,17258,35091,15,17258,0,14,15,184,"2024-10-26 10:09:27.893185+00","2024-10-26 10:09:27.893185+00"
12028,78,"Bangalore","SKU1000128","TEA & COFFEE",6255,11672,23733,15,11672,0,8,15,184,"2024-10-26 10:09:27.90919+00","2024-10-26 10:09:27.90919+00"
12029,78,"Bangalore","SKU1000129","TEA & COFFEE",17927,6764,13753,15,6764,0,40,15,184,"2024-10-26 10:09:27.919136+00","2024-10-26 10:09:27.919136+00"
12030,78,"Bangalore","SKU1000130","TEA & COFFEE",6024,25946,65681,15,32302,-6356,3,12,184,"2024-10-26 10:09:27.927121+00","2024-10-26 10:09:27.927121+00"
12031,78,"Bangalore","SKU1000131","TEA & COFFEE",5098,37199,75637,15,37199,0,2,15,184,"2024-10-26 10:09:27.943132+00","2024-10-26 10:09:27.943132+00"
12032,78,"Bangalore","SKU1000132","TEA & COFFEE",5811,16539,38981,15,19171,-2632,5,13,184,"2024-10-26 10:09:27.951228+00","2024-10-26 10:09:27.951228+00"
12033,78,"Bangalore","SKU1000133","TEA & COFFEE",26415,18200,37007,15,18200,0,22,15,184,"2024-10-26 10:09:27.961579+00","2024-10-26 10:09:27.961579+00"
12034,78,"Bangalore","SKU1000134","TEA & COFFEE",16284,16132,17703,15,8706,7426,28,28,184,"2024-10-26 10:09:27.975146+00","2024-10-26 10:09:27.975146+00"
12035,78,"Bangalore","SKU1000135","TEA & COFFEE",13102,13102,39509,15,19431,-6329,10,10,184,"2024-10-26 10:09:27.987022+00","2024-10-26 10:09:27.987022+00"
12036,78,"Bangalore","SKU1000136","ENERGY DRINKS",13039,12274,24957,15,12274,0,16,15,184,"2024-10-26 10:09:27.994669+00","2024-10-26 10:09:27.994669+00"
12037,78,"Bangalore","SKU1000137","ENERGY DRINKS",3966,9341,18994,15,9341,0,6,15,184,"2024-10-26 10:09:28.002773+00","2024-10-26 10:09:28.002773+00"
12038,78,"Bangalore","SKU1000138","ENERGY DRINKS",2078,1553,3157,15,1553,0,20,15,184,"2024-10-26 10:09:28.012638+00","2024-10-26 10:09:28.012638+00"
12039,78,"Bangalore","SKU1000139","ENERGY DRINKS",14126,19260,39161,15,19260,0,11,15,184,"2024-10-26 10:09:28.028169+00","2024-10-26 10:09:28.028169+00"
12040,78,"Bangalore","SKU1000140","ENERGY DRINKS",10023,13005,26992,15,13275,-270,11,15,184,"2024-10-26 10:09:28.041506+00","2024-10-26 10:09:28.041506+00"
12041,78,"Bangalore","SKU1000141","ENERGY DRINKS",12907,2307,3743,15,1841,466,105,19,184,"2024-10-26 10:09:28.052203+00","2024-10-26 10:09:28.052203+00"
12042,78,"Bangalore","SKU1000142","BREAD, BISCUITS",6499,5007,10181,15,5007,0,19,15,184,"2024-10-26 10:09:28.06199+00","2024-10-26 10:09:28.06199+00"
12043,78,"Bangalore","SKU1000143","BREAD, BISCUITS",17084,10565,21482,15,10565,0,24,15,184,"2024-10-26 10:09:28.075699+00","2024-10-26 10:09:28.075699+00"
12044,78,"Bangalore","SKU1000144","BREAD, BISCUITS",9144,21017,42734,15,21017,0,7,15,184,"2024-10-26 10:09:28.083701+00","2024-10-26 10:09:28.083701+00"
12045,78,"Bangalore","SKU1000145","BREAD, BISCUITS",10811,6254,12716,15,6254,0,26,15,184,"2024-10-26 10:09:28.103229+00","2024-10-26 10:09:28.103229+00"
12046,78,"Bangalore","SKU1000146","BREAD, BISCUITS",2785,24290,49389,15,24290,0,2,15,184,"2024-10-26 10:09:28.112627+00","2024-10-26 10:09:28.112627+00"
12047,78,"Bangalore","SKU1000147","CAKES, PASTRIES",788,2190,4454,15,2190,0,5,15,184,"2024-10-26 10:09:28.125599+00","2024-10-26 10:09:28.125599+00"
12048,78,"Bangalore","SKU1000148","CAKES, PASTRIES",14961,7688,15633,15,7688,0,29,15,184,"2024-10-26 10:09:28.133706+00","2024-10-26 10:09:28.133706+00"
12049,78,"Bangalore","SKU1000149","CAKES, PASTRIES",17265,19166,38970,15,19166,0,14,15,184,"2024-10-26 10:09:28.145985+00","2024-10-26 10:09:28.145985+00"
12050,78,"Bangalore","SKU1000150","CAKES, PASTRIES",7552,13767,38444,15,18907,-5140,6,11,184,"2024-10-26 10:09:28.161603+00","2024-10-26 10:09:28.161603+00"
12051,78,"Bhiwandi","SKU1000101","PACKAGED SNACKS",15540,13529,41262,10,13529,0,11,10,184,"2024-10-26 10:09:28.171097+00","2024-10-26 10:09:28.171097+00"
12052,78,"Bhiwandi","SKU1000102","PACKAGED SNACKS",8084,15705,75494,10,24752,-9047,3,6,184,"2024-10-26 10:09:28.178632+00","2024-10-26 10:09:28.178632+00"
12053,78,"Bhiwandi","SKU1000103","PACKAGED SNACKS",53535,19674,60006,10,19674,0,27,10,184,"2024-10-26 10:09:28.194623+00","2024-10-26 10:09:28.194623+00"
12054,78,"Bhiwandi","SKU1000104","PACKAGED SNACKS",9245,28984,88401,10,28984,0,3,10,184,"2024-10-26 10:09:28.202298+00","2024-10-26 10:09:28.202298+00"
12055,78,"Bhiwandi","SKU1000105","PACKAGED SNACKS",49935,23781,72533,10,23781,0,21,10,184,"2024-10-26 10:09:28.213424+00","2024-10-26 10:09:28.213424+00"
12056,78,"Bhiwandi","SKU1000106","PACKAGED SNACKS",5308,5873,84509,10,27708,-21835,2,2,184,"2024-10-26 10:09:28.22156+00","2024-10-26 10:09:28.22156+00"
12057,78,"Bhiwandi","SKU1000107","PACKAGED SNACKS",20122,20122,111681,10,36617,-16495,5,5,184,"2024-10-26 10:09:28.237308+00","2024-10-26 10:09:28.237308+00"
12058,78,"Bhiwandi","SKU1000108","PACKAGED SNACKS",29082,8415,6118,10,2006,6409,145,42,184,"2024-10-26 10:09:28.244204+00","2024-10-26 10:09:28.244204+00"
12059,78,"Bhiwandi","SKU1000109","BREAKFAST CEREALS",34074,9150,27907,10,9150,0,37,10,184,"2024-10-26 10:09:28.262052+00","2024-10-26 10:09:28.262052+00"
12060,78,"Bhiwandi","SKU1000110","BREAKFAST CEREALS",28793,30609,116264,10,38119,-7510,8,8,184,"2024-10-26 10:09:28.271778+00","2024-10-26 10:09:28.271778+00"
12061,78,"Bhiwandi","SKU1000111","BREAKFAST CEREALS",37158,54672,166749,10,54672,0,7,10,184,"2024-10-26 10:09:28.278344+00","2024-10-26 10:09:28.278344+00"
12062,78,"Bhiwandi","SKU1000112","BREAKFAST CEREALS",7252,11739,35804,10,11739,0,6,10,184,"2024-10-26 10:09:28.294255+00","2024-10-26 10:09:28.294255+00"
12063,78,"Bhiwandi","SKU1000113","BREAKFAST CEREALS",44315,33920,4278,10,1403,32517,316,242,184,"2024-10-26 10:09:28.304083+00","2024-10-26 10:09:28.304083+00"
12064,78,"Bhiwandi","SKU1000114","READY-TO-EAT MEALS",6926,11169,46911,10,15381,-4212,5,7,184,"2024-10-26 10:09:28.317262+00","2024-10-26 10:09:28.317262+00"
12065,78,"Bhiwandi","SKU1000115","READY-TO-EAT MEALS",41681,27803,84799,10,27803,0,15,10,184,"2024-10-26 10:09:28.325267+00","2024-10-26 10:09:28.325267+00"
12066,78,"Bhiwandi","SKU1000116","READY-TO-EAT MEALS",25274,27637,84292,10,27637,0,9,10,184,"2024-10-26 10:09:28.333266+00","2024-10-26 10:09:28.333266+00"
12067,78,"Bhiwandi","SKU1000117","CANNED GOODS",14548,14123,43074,10,14123,0,10,10,184,"2024-10-26 10:09:28.349261+00","2024-10-26 10:09:28.349261+00"
12068,78,"Bhiwandi","SKU1000118","CANNED GOODS",33951,47845,145927,10,47845,0,7,10,184,"2024-10-26 10:09:28.376064+00","2024-10-26 10:09:28.376064+00"
12069,78,"Bhiwandi","SKU1000119","CARBONATED DRINKS",10525,10525,59840,10,19620,-9095,5,5,184,"2024-10-26 10:09:28.392062+00","2024-10-26 10:09:28.392062+00"
12070,78,"Bhiwandi","SKU1000120","CARBONATED DRINKS",30035,33324,112978,10,37042,-3718,8,9,184,"2024-10-26 10:09:28.400057+00","2024-10-26 10:09:28.400057+00"
12071,78,"Bhiwandi","SKU1000121","CARBONATED DRINKS",36250,36250,94196,10,30884,5366,12,12,184,"2024-10-26 10:09:28.416056+00","2024-10-26 10:09:28.416056+00"
12072,78,"Bhiwandi","SKU1000122","CARBONATED DRINKS",5571,4916,14993,10,4916,0,11,10,184,"2024-10-26 10:09:28.424866+00","2024-10-26 10:09:28.424866+00"
